"id","pir_score","light_score","temp_score","humidity_score","noise_score","aqi_score","total_score","status","timestamp"
"107","100","52","86","100","100","90","83.5","Good","2026-04-16 00:24:01"
"108","100","86","86","100","100","90","92","Good","2026-04-16 00:24:32"
"109","100","86","86","100","100","90","92","Good","2026-04-16 00:24:56"
"110","100","86","79","100","100","90","90.25","Good","2026-04-16 00:25:27"
"111","100","63","72","100","100","90","82.75","Good","2026-04-16 00:25:58"
"112","100","76","72","100","100","90","86","Good","2026-04-16 00:26:29"
"113","100","60","65","100","100","90","80.25","Good","2026-04-16 00:27:00"
"114","100","69","65","100","100","90","82.5","Good","2026-04-16 00:27:22"
"115","0","55","65","100","100","90","79","Moderate","2026-04-16 00:27:53"
"116","100","59","65","100","100","90","80","Good","2026-04-16 00:28:14"
"117","0","50","65","100","100","90","77.75","Moderate","2026-04-16 00:28:23"
"118","0","75","65","100","100","90","84","Good","2026-04-16 00:28:54"
"119","0","58","72","100","100","90","81.5","Good","2026-04-16 00:29:25"
"120","0","77","72","100","100","90","86.25","Good","2026-04-16 00:29:56"
"121","0","61","79","100","100","90","84","Good","2026-04-16 00:30:27"
"122","0","70","79","100","100","90","86.25","Good","2026-04-16 00:30:58"
"123","0","56","86","100","100","90","84.5","Good","2026-04-16 00:31:29"
"124","100","55","86","100","100","90","84.25","Good","2026-04-16 00:31:38"
"125","100","56","86","100","100","90","84.5","Good","2026-04-16 00:31:43"
"126","100","62","86","100","100","90","86","Good","2026-04-16 00:32:00"
"127","100","57","86","100","100","90","84.75","Good","2026-04-16 00:32:28"
"128","100","57","86","100","100","90","84.75","Good","2026-04-16 00:32:31"
"129","0","56","86","100","100","90","84.5","Good","2026-04-16 00:33:02"
"130","0","58","86","100","100","90","85","Good","2026-04-16 00:33:33"
"131","0","63","86","100","100","90","86.25","Good","2026-04-16 00:34:03"
"132","0","66","86","100","100","90","87","Good","2026-04-16 00:34:34"
"133","100","57","86","100","100","90","84.75","Good","2026-04-16 00:35:00"
"134","100","57","86","100","100","90","84.75","Good","2026-04-16 00:35:05"
"135","0","61","86","100","100","90","85.75","Good","2026-04-16 00:44:06"
"136","100","63","93","100","100","90","88","Good","2026-04-16 00:44:13"
"137","100","54","93","100","100","90","85.75","Good","2026-04-16 00:44:20"
"138","100","51","93","100","100","90","85","Good","2026-04-16 00:44:34"
"139","0","53","93","100","100","90","85.5","Good","2026-04-16 00:44:37"
"140","100","57","93","100","100","90","86.5","Good","2026-04-16 00:44:44"
"141","100","71","93","100","100","90","90","Good","2026-04-16 00:44:56"
"142","100","56","93","100","100","90","86.25","Good","2026-04-16 00:45:03"
"143","0","80","93","100","100","90","92.25","Good","2026-04-16 00:45:08"
"144","100","81","93","100","100","90","92.5","Good","2026-04-16 00:45:15"
"145","0","81","93","100","100","90","92.5","Good","2026-04-16 00:45:39"
"146","0","81","93","100","100","90","92.5","Good","2026-04-16 00:46:10"
"147","0","81","93","100","100","90","92.5","Good","2026-04-16 00:46:40"
"148","100","67","93","100","100","90","89","Good","2026-04-16 00:46:50"
"149","100","54","93","100","100","90","85.75","Good","2026-04-16 00:46:59"
"150","100","70","93","100","100","90","89.75","Good","2026-04-16 00:47:04"
"151","0","71","93","100","100","90","90","Good","2026-04-16 00:47:11"
"152","100","71","93","100","100","90","90","Good","2026-04-16 00:47:14"
"153","100","71","93","100","100","90","90","Good","2026-04-16 00:47:26"
"154","100","71","93","100","100","90","90","Good","2026-04-16 00:47:38"
"155","0","71","93","100","100","90","90","Good","2026-04-16 00:47:42"
"156","100","71","93","100","100","90","90","Good","2026-04-16 00:47:49"
"157","100","71","93","100","100","90","90","Good","2026-04-16 00:48:01"
"158","100","71","93","100","100","90","90","Good","2026-04-16 00:48:11"
"159","100","71","93","100","100","90","90","Good","2026-04-16 00:48:13"
"160","100","71","93","100","100","90","90","Good","2026-04-16 00:48:23"
"161","100","71","93","100","100","90","90","Good","2026-04-16 00:48:35"
"162","0","71","93","100","100","90","90","Good","2026-04-16 00:48:44"
"163","100","71","93","100","100","90","90","Good","2026-04-16 00:48:47"
"164","100","71","93","100","100","90","90","Good","2026-04-16 00:48:58"
"165","100","71","93","100","100","90","90","Good","2026-04-16 00:49:08"
"166","0","71","93","100","100","90","90","Good","2026-04-16 00:49:15"
"167","100","71","93","100","100","90","90","Good","2026-04-16 00:49:20"
"168","100","71","93","100","100","90","90","Good","2026-04-16 00:49:32"
"169","100","69","93","100","100","90","89.5","Good","2026-04-16 00:49:41"
"170","0","67","93","100","100","90","89","Good","2026-04-16 00:49:46"
"171","100","57","93","100","100","90","86.5","Good","2026-04-16 00:50:00"
"172","100","56","93","100","100","90","86.25","Good","2026-04-16 00:50:05"
"173","0","58","93","100","100","90","86.75","Good","2026-04-16 00:50:17"
"174","100","57","93","100","100","90","86.5","Good","2026-04-16 00:50:19"
"175","100","58","93","100","100","90","86.75","Good","2026-04-16 00:50:24"
"176","100","58","93","100","100","90","86.75","Good","2026-04-16 00:50:36"
"177","0","57","93","100","100","90","86.5","Good","2026-04-16 00:50:48"
"178","100","61","93","100","100","90","87.5","Good","2026-04-16 00:51:07"
"179","100","61","93","100","100","90","87.5","Good","2026-04-16 00:51:14"
"180","0","58","93","100","100","90","86.75","Good","2026-04-16 00:51:19"
"181","100","56","93","100","100","90","86.25","Good","2026-04-16 00:51:33"
"182","100","55","93","100","100","90","86","Good","2026-04-16 00:51:45"
"183","0","55","93","100","100","90","86","Good","2026-04-16 00:51:50"
"184","100","47","93","100","100","90","84","Good","2026-04-16 00:52:04"
"185","100","64","93","100","100","90","88.25","Good","2026-04-16 00:52:16"
"186","0","69","93","100","100","90","89.5","Good","2026-04-16 00:52:21"
"187","100","48","93","100","100","90","84.25","Good","2026-04-16 00:52:47"
"188","100","53","93","100","100","90","85.5","Good","2026-04-16 00:52:51"
"189","100","53","93","100","100","90","85.5","Good","2026-04-16 00:52:51"
"190","100","68","93","100","100","90","89.25","Good","2026-04-16 00:52:59"
"191","100","71","93","100","100","90","90","Good","2026-04-16 00:53:06"
"192","100","71","93","100","100","90","90","Good","2026-04-16 00:53:13"
"193","100","71","93","100","100","90","90","Good","2026-04-16 00:53:20"
"194","100","71","93","100","100","90","90","Good","2026-04-16 00:53:22"
"195","100","71","93","100","100","90","90","Good","2026-04-16 00:53:32"
"196","100","71","93","100","100","90","90","Good","2026-04-16 00:53:44"
"197","0","71","93","100","100","90","90","Good","2026-04-16 00:53:53"
"198","100","71","93","100","100","90","90","Good","2026-04-16 00:53:56"
"199","100","71","93","100","100","90","90","Good","2026-04-16 00:54:08"
"200","100","72","93","100","100","90","90.25","Good","2026-04-16 00:54:20"
"201","0","71","93","100","100","90","90","Good","2026-04-16 00:54:24"
"202","100","69","93","100","100","90","89.5","Good","2026-04-16 00:54:46"
"203","0","69","93","100","100","90","89.5","Good","2026-04-16 00:54:55"
"204","100","66","93","100","100","90","88.75","Good","2026-04-16 00:55:00"
"205","100","65","93","100","100","90","88.5","Good","2026-04-16 00:55:09"
"206","100","69","93","100","100","90","89.5","Good","2026-04-16 00:55:19"
"207","0","70","93","100","100","90","89.75","Good","2026-04-16 00:55:26"
"208","100","70","93","100","100","90","89.75","Good","2026-04-16 00:55:28"
"209","100","70","93","100","100","90","89.75","Good","2026-04-16 00:55:45"
"210","0","63","93","100","100","90","88","Good","2026-04-16 00:55:57"
"211","100","69","93","100","100","90","89.5","Good","2026-04-16 00:56:18"
"212","100","65","93","100","100","90","88.5","Good","2026-04-16 00:56:28"
"213","0","71","93","100","100","90","90","Good","2026-04-16 00:57:24"
"214","100","71","93","100","100","90","90","Good","2026-04-16 00:57:31"
"215","100","71","93","100","100","90","90","Good","2026-04-16 00:57:40"
"216","100","71","93","100","100","90","90","Good","2026-04-16 00:57:47"
"217","100","71","93","100","100","90","90","Good","2026-04-16 00:57:55"
"218","100","71","93","100","100","90","90","Good","2026-04-16 00:57:55"
"219","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:58:04"
"220","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:58:16"
"221","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:58:25"
"222","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:58:25"
"223","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:58:30"
"224","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:58:37"
"225","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:58:49"
"226","0","25","93","100","100","90","78.5","Moderate","2026-04-16 00:58:56"
"227","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:59:01"
"228","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:59:13"
"229","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:59:25"
"230","0","25","93","100","100","90","78.5","Moderate","2026-04-16 00:59:27"
"231","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:59:37"
"232","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:59:49"
"233","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:59:58"
"234","100","25","93","100","100","90","78.5","Moderate","2026-04-16 00:59:58"
"235","100","25","100","100","100","90","80.25","Good","2026-04-16 01:00:10"
"236","100","25","100","100","100","90","80.25","Good","2026-04-16 01:00:20"
"237","0","25","100","100","100","90","80.25","Good","2026-04-16 01:00:29"
"238","100","25","100","100","100","90","80.25","Good","2026-04-16 01:00:32"
"239","100","25","100","100","100","90","80.25","Good","2026-04-16 01:00:41"
"240","100","25","100","100","100","90","80.25","Good","2026-04-16 01:00:53"
"241","0","25","100","100","100","90","80.25","Good","2026-04-16 01:01:00"
"242","100","25","100","100","100","90","80.25","Good","2026-04-16 01:01:05"
"243","100","25","100","100","100","90","80.25","Good","2026-04-16 01:01:14"
"244","100","25","100","100","100","90","80.25","Good","2026-04-16 01:01:26"
"245","0","25","100","100","100","90","80.25","Good","2026-04-16 01:01:31"
"246","100","25","100","100","100","90","80.25","Good","2026-04-16 01:01:36"
"247","100","25","100","100","100","90","80.25","Good","2026-04-16 01:01:48"
"248","100","25","100","100","100","90","80.25","Good","2026-04-16 01:02:00"
"249","100","25","100","100","100","90","80.25","Good","2026-04-16 01:02:02"
"250","100","25","100","100","100","90","80.25","Good","2026-04-16 01:02:11"
"251","100","25","100","100","100","90","80.25","Good","2026-04-16 01:02:23"
"252","0","25","100","100","100","90","80.25","Good","2026-04-16 01:02:33"
"253","100","25","100","100","100","90","80.25","Good","2026-04-16 01:02:35"
"254","100","25","100","100","100","90","80.25","Good","2026-04-16 01:02:47"
"255","100","25","100","100","100","90","80.25","Good","2026-04-16 01:02:59"
"256","0","25","100","100","100","90","80.25","Good","2026-04-16 01:03:04"
"257","100","25","100","100","100","90","80.25","Good","2026-04-16 01:03:08"
"258","100","25","100","100","100","90","80.25","Good","2026-04-16 01:03:18"
"259","100","25","100","100","100","90","80.25","Good","2026-04-16 01:03:32"
"260","0","25","100","100","100","90","80.25","Good","2026-04-16 01:03:35"
"261","100","25","100","100","100","90","80.25","Good","2026-04-16 01:03:42"
"262","100","25","100","100","100","90","80.25","Good","2026-04-16 01:03:54"
"263","100","25","100","100","100","90","80.25","Good","2026-04-16 01:04:06"
"264","100","25","100","100","100","90","80.25","Good","2026-04-16 01:04:06"
"265","100","25","100","100","100","90","80.25","Good","2026-04-16 01:04:10"
"266","0","66","100","100","100","90","90.5","Good","2026-04-16 01:04:36"
"267","0","100","93","100","100","90","97.25","Good","2026-04-16 01:05:29"
"268","100","100","93","100","100","90","97.25","Good","2026-04-16 01:05:45"
"269","0","87","93","100","100","90","94","Good","2026-04-16 01:06:00"
"270","0","100","93","100","100","90","97.25","Good","2026-04-16 01:07:41"
"271","100","100","100","100","100","90","99","Good","2026-04-16 01:07:44"
"272","100","100","100","100","100","90","99","Good","2026-04-16 01:07:56"
"273","0","100","100","100","100","90","99","Good","2026-04-16 01:08:12"
"274","0","100","100","100","100","90","99","Good","2026-04-16 01:08:43"
"275","0","100","100","100","100","90","99","Good","2026-04-16 01:09:14"
"276","0","100","100","100","100","90","99","Good","2026-04-16 01:09:45"
"277","100","75","100","100","100","90","92.75","Good","2026-04-16 01:09:59"
"278","100","100","100","100","100","90","99","Good","2026-04-16 01:10:13"
"279","100","100","100","100","100","90","99","Good","2026-04-16 01:10:16"
"280","100","100","100","100","100","90","99","Good","2026-04-16 01:10:25"
"281","100","59","100","100","100","90","88.75","Good","2026-04-16 01:10:37"
"282","100","100","100","100","100","90","99","Good","2026-04-16 01:10:44"
"283","100","100","100","100","100","90","99","Good","2026-04-16 01:10:47"
"284","0","100","100","100","100","90","99","Good","2026-04-16 01:11:18"
"285","100","100","100","100","100","90","99","Good","2026-04-16 01:11:27"
"286","0","25","100","100","100","90","80.25","Good","2026-04-16 01:11:49"
"287","0","25","100","100","100","90","80.25","Good","2026-04-16 01:12:20"
"288","0","25","100","100","100","90","80.25","Good","2026-04-16 01:12:50"
"289","0","25","100","100","100","90","80.25","Good","2026-04-16 01:13:21"
"290","0","25","100","100","100","90","80.25","Good","2026-04-16 01:13:52"
"291","0","25","100","100","100","90","80.25","Good","2026-04-16 01:14:23"
"292","0","25","100","100","100","90","80.25","Good","2026-04-16 01:14:54"
"293","0","25","100","100","100","90","80.25","Good","2026-04-16 01:15:25"
"294","0","25","100","100","100","90","80.25","Good","2026-04-16 01:15:56"
"295","0","25","100","100","100","90","80.25","Good","2026-04-16 01:16:27"
"296","0","25","100","100","100","90","80.25","Good","2026-04-16 01:16:58"
"297","0","25","100","100","100","90","80.25","Good","2026-04-16 01:17:29"
"298","0","25","100","100","100","90","80.25","Good","2026-04-16 01:17:59"
"299","0","25","100","100","100","90","80.25","Good","2026-04-16 01:18:30"
"300","0","25","100","100","100","90","80.25","Good","2026-04-16 01:19:01"
"301","0","25","100","100","100","90","80.25","Good","2026-04-16 01:19:32"
"302","0","25","100","100","100","90","80.25","Good","2026-04-16 01:20:03"
"303","0","25","100","100","100","90","80.25","Good","2026-04-16 01:20:34"
"304","0","25","100","100","100","90","80.25","Good","2026-04-16 01:21:05"
"305","0","25","100","100","100","90","80.25","Good","2026-04-16 01:21:36"
"306","0","25","100","100","100","90","80.25","Good","2026-04-16 01:22:07"
"307","0","25","100","100","100","90","80.25","Good","2026-04-16 01:22:38"
"308","0","25","100","100","100","90","80.25","Good","2026-04-16 01:23:08"
"309","0","25","100","100","100","90","80.25","Good","2026-04-16 01:23:39"
"310","0","25","100","100","100","90","80.25","Good","2026-04-16 01:24:10"
"311","0","25","100","100","100","90","80.25","Good","2026-04-16 01:24:41"
"312","0","25","100","100","100","90","80.25","Good","2026-04-16 01:25:12"
"313","0","25","100","100","100","90","80.25","Good","2026-04-16 01:25:43"
"314","0","25","100","100","100","90","80.25","Good","2026-04-16 01:26:14"
"315","0","25","100","100","100","90","80.25","Good","2026-04-16 01:26:45"
"316","0","25","100","100","100","90","80.25","Good","2026-04-16 01:27:16"
"317","0","25","100","100","100","90","80.25","Good","2026-04-16 01:27:47"
"318","0","25","100","100","100","90","80.25","Good","2026-04-16 01:28:18"
"319","0","25","100","100","100","90","80.25","Good","2026-04-16 01:28:48"
"320","0","25","100","100","100","90","80.25","Good","2026-04-16 01:29:19"
"321","0","25","100","100","100","90","80.25","Good","2026-04-16 01:29:50"
"322","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:30:21"
"323","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:30:52"
"324","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:31:23"
"325","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:31:54"
"326","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:32:18"
"327","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:32:25"
"328","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:32:25"
"329","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:32:56"
"330","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:33:27"
"331","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:33:57"
"332","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:34:17"
"333","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:34:26"
"334","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:34:28"
"335","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:34:36"
"336","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:34:47"
"337","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:34:59"
"338","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:34:59"
"339","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:35:18"
"340","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:35:30"
"341","100","25","100","100","100","74","78.65","Moderate","2026-04-16 01:35:30"
"342","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:36:01"
"343","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:36:32"
"344","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:37:03"
"345","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:37:34"
"346","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:38:05"
"347","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:38:36"
"348","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:39:07"
"349","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:39:37"
"350","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:40:08"
"351","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:40:39"
"352","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:41:10"
"353","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:41:41"
"354","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:42:12"
"355","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:42:43"
"356","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:43:14"
"357","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:43:45"
"358","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:44:16"
"359","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:44:47"
"360","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:45:17"
"361","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:45:48"
"362","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:46:19"
"363","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:46:50"
"364","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:47:21"
"365","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:47:52"
"366","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:48:23"
"367","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:48:54"
"368","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:49:25"
"369","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:49:56"
"370","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:50:26"
"371","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:50:57"
"372","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:51:28"
"373","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:51:59"
"374","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:52:30"
"375","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:53:01"
"376","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:53:32"
"377","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:54:03"
"378","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:54:34"
"379","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:55:05"
"380","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:55:36"
"381","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:56:06"
"382","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:56:37"
"383","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:57:08"
"384","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:57:39"
"385","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:58:10"
"386","0","25","100","100","100","74","78.65","Moderate","2026-04-16 01:58:41"
