"id","pir_motion","light_level","temperature","humidity","noise_level","timestamp"
"50","0","237","27","47","612","2026-04-15 23:55:52"
"51","0","241","27","47","614","2026-04-15 23:56:23"
"52","0","242","27","47","608","2026-04-15 23:56:54"
"53","0","241","27","47","606","2026-04-15 23:57:25"
"54","0","239","27","47","609","2026-04-15 23:57:56"
"55","0","238","27","46","612","2026-04-15 23:58:27"
"56","0","239","27","47","610","2026-04-15 23:58:57"
"57","0","228","27","47","612","2026-04-15 23:59:28"
"58","0","135","27","46","610","2026-04-15 23:59:59"
"59","0","240","27","47","612","2026-04-16 00:00:30"
"60","0","241","27","48","613","2026-04-16 00:01:01"
"61","0","242","27","48","613","2026-04-16 00:01:32"
"62","0","242","27","48","609","2026-04-16 00:02:03"
"63","0","239","27","48","605","2026-04-16 00:02:34"
"64","0","238","27","47","610","2026-04-16 00:03:05"
"65","0","239","27","47","607","2026-04-16 00:03:36"
"66","0","243","27","47","607","2026-04-16 00:04:06"
"67","0","243","27","47","612","2026-04-16 00:04:37"
"68","0","243","27","47","610","2026-04-16 00:05:08"
"69","0","241","27","47","609","2026-04-16 00:05:39"
"70","0","242","27","47","617","2026-04-16 00:06:10"
"71","0","235","27","47","605","2026-04-16 00:06:41"
"72","0","237","27","46","613","2026-04-16 00:07:12"
"73","0","236","27","46","613","2026-04-16 00:07:43"
"74","0","234","27","47","607","2026-04-16 00:08:14"
"75","0","235","27","47","612","2026-04-16 00:08:45"
"76","0","230","27","46","613","2026-04-16 00:09:16"
"77","0","234","27","46","613","2026-04-16 00:09:46"
"78","0","166","27","46","609","2026-04-16 00:10:17"
"79","0","225","27","46","615","2026-04-16 00:10:48"
"80","0","228","28","45","612","2026-04-16 00:11:19"
"81","0","239","28","46","605","2026-04-16 00:11:50"
"82","0","263","28","46","613","2026-04-16 00:12:21"
"83","0","250","28","45","608","2026-04-16 00:12:52"
"84","0","251","28","44","615","2026-04-16 00:13:23"
"85","0","166","28","45","613","2026-04-16 00:13:54"
"86","0","249","28","45","612","2026-04-16 00:14:25"
"87","0","246","27","46","612","2026-04-16 00:14:55"
"88","0","258","27","46","612","2026-04-16 00:15:26"
"89","1","265","27","46","614","2026-04-16 00:15:41"
"90","0","249","27","46","612","2026-04-16 00:15:57"
"91","0","234","27","47","612","2026-04-16 00:16:28"
"92","0","244","27","47","612","2026-04-16 00:17:08"
"93","1","248","26","47","612","2026-04-16 00:19:46"
"94","1","248","26","47","612","2026-04-16 00:19:46"
"95","1","255","26","47","614","2026-04-16 00:20:01"
"96","0","255","26","47","612","2026-04-16 00:20:25"
"97","0","267","26","48","610","2026-04-16 00:20:56"
"98","0","259","25","48","613","2026-04-16 00:21:27"
"99","0","212","25","48","619","2026-04-16 00:21:58"
"100","0","221","25","49","613","2026-04-16 00:22:28"
"101","0","261","25","49","614","2026-04-16 00:22:59"
"102","1","261","25","48","615","2026-04-16 00:23:04"
"103","0","227","25","48","608","2026-04-16 00:23:30"
"104","1","227","25","49","611","2026-04-16 00:23:33"
"105","1","266","25","49","614","2026-04-16 00:23:40"
"106","1","268","25","49","612","2026-04-16 00:23:54"
"107","1","250","25","49","614","2026-04-16 00:24:01"
"108","1","166","25","48","613","2026-04-16 00:24:32"
"109","1","166","25","48","612","2026-04-16 00:24:56"
"110","1","166","26","47","607","2026-04-16 00:25:27"
"111","1","215","27","47","615","2026-04-16 00:25:58"
"112","1","184","27","47","612","2026-04-16 00:26:29"
"113","1","221","28","45","612","2026-04-16 00:27:00"
"114","1","199","28","45","612","2026-04-16 00:27:22"
"115","0","237","28","44","613","2026-04-16 00:27:53"
"116","1","225","28","44","612","2026-04-16 00:28:14"
"117","0","255","28","45","608","2026-04-16 00:28:23"
"118","0","186","28","45","609","2026-04-16 00:28:54"
"119","0","227","27","46","610","2026-04-16 00:29:25"
"120","0","182","27","46","611","2026-04-16 00:29:56"
"121","0","219","26","46","608","2026-04-16 00:30:27"
"122","0","197","26","47","610","2026-04-16 00:30:58"
"123","0","235","25","47","608","2026-04-16 00:31:29"
"124","1","237","25","47","609","2026-04-16 00:31:38"
"125","1","235","25","47","610","2026-04-16 00:31:43"
"126","1","217","25","47","611","2026-04-16 00:32:00"
"127","1","232","25","47","609","2026-04-16 00:32:28"
"128","1","232","25","47","611","2026-04-16 00:32:31"
"129","0","234","25","47","611","2026-04-16 00:33:02"
"130","0","229","25","48","607","2026-04-16 00:33:33"
"131","0","214","25","48","611","2026-04-16 00:34:03"
"132","0","207","25","48","612","2026-04-16 00:34:34"
"133","1","232","25","48","611","2026-04-16 00:35:00"
"134","1","230","25","48","610","2026-04-16 00:35:05"
"135","0","219","25","48","608","2026-04-16 00:44:06"
"136","1","215","24","49","611","2026-04-16 00:44:13"
"137","1","240","24","49","610","2026-04-16 00:44:20"
"138","1","251","24","49","610","2026-04-16 00:44:34"
"139","0","244","24","49","611","2026-04-16 00:44:37"
"140","1","232","24","49","611","2026-04-16 00:44:44"
"141","1","195","24","49","611","2026-04-16 00:44:56"
"142","1","236","24","49","610","2026-04-16 00:45:03"
"143","0","176","24","49","612","2026-04-16 00:45:08"
"144","1","174","24","49","612","2026-04-16 00:45:15"
"145","0","175","24","49","612","2026-04-16 00:45:39"
"146","0","175","24","49","612","2026-04-16 00:46:10"
"147","0","175","24","49","611","2026-04-16 00:46:40"
"148","1","203","24","49","609","2026-04-16 00:46:50"
"149","1","242","24","49","612","2026-04-16 00:46:59"
"150","1","196","24","49","612","2026-04-16 00:47:04"
"151","0","195","24","49","613","2026-04-16 00:47:11"
"152","1","195","24","49","611","2026-04-16 00:47:14"
"153","1","195","24","49","612","2026-04-16 00:47:26"
"154","1","195","24","49","609","2026-04-16 00:47:38"
"155","0","195","24","49","613","2026-04-16 00:47:42"
"156","1","194","24","49","611","2026-04-16 00:47:49"
"157","1","195","24","50","611","2026-04-16 00:48:01"
"158","1","194","24","50","611","2026-04-16 00:48:11"
"159","1","195","24","50","612","2026-04-16 00:48:13"
"160","1","195","24","50","611","2026-04-16 00:48:23"
"161","1","194","24","50","612","2026-04-16 00:48:35"
"162","0","195","24","50","612","2026-04-16 00:48:44"
"163","1","195","24","50","612","2026-04-16 00:48:47"
"164","1","195","24","50","611","2026-04-16 00:48:58"
"165","1","195","24","50","612","2026-04-16 00:49:08"
"166","0","195","24","50","611","2026-04-16 00:49:15"
"167","1","195","24","50","611","2026-04-16 00:49:20"
"168","1","195","24","50","612","2026-04-16 00:49:32"
"169","1","199","24","50","613","2026-04-16 00:49:41"
"170","0","203","24","50","612","2026-04-16 00:49:46"
"171","1","230","24","51","612","2026-04-16 00:50:00"
"172","1","235","24","52","613","2026-04-16 00:50:05"
"173","0","229","24","53","611","2026-04-16 00:50:17"
"174","1","230","24","53","611","2026-04-16 00:50:19"
"175","1","227","24","53","612","2026-04-16 00:50:24"
"176","1","229","24","54","612","2026-04-16 00:50:36"
"177","0","232","24","54","612","2026-04-16 00:50:48"
"178","1","220","24","53","612","2026-04-16 00:51:07"
"179","1","220","24","53","611","2026-04-16 00:51:14"
"180","0","227","24","53","612","2026-04-16 00:51:19"
"181","1","235","24","53","611","2026-04-16 00:51:33"
"182","1","237","24","52","597","2026-04-16 00:51:45"
"183","0","239","24","52","618","2026-04-16 00:51:50"
"184","1","268","24","53","611","2026-04-16 00:52:04"
"185","1","212","24","54","612","2026-04-16 00:52:16"
"186","0","200","24","53","610","2026-04-16 00:52:21"
"187","1","265","24","52","611","2026-04-16 00:52:47"
"188","1","244","24","52","612","2026-04-16 00:52:51"
"189","1","244","24","52","612","2026-04-16 00:52:51"
"190","1","202","24","51","611","2026-04-16 00:52:59"
"191","1","195","24","51","612","2026-04-16 00:53:06"
"192","1","194","24","51","610","2026-04-16 00:53:13"
"193","1","195","24","51","611","2026-04-16 00:53:20"
"194","1","195","24","51","611","2026-04-16 00:53:22"
"195","1","195","24","51","611","2026-04-16 00:53:32"
"196","1","195","24","51","611","2026-04-16 00:53:44"
"197","0","195","24","51","613","2026-04-16 00:53:53"
"198","1","195","24","51","612","2026-04-16 00:53:56"
"199","1","195","24","50","612","2026-04-16 00:54:08"
"200","1","193","24","50","612","2026-04-16 00:54:20"
"201","0","194","24","50","611","2026-04-16 00:54:24"
"202","1","199","24","50","611","2026-04-16 00:54:46"
"203","0","199","24","51","612","2026-04-16 00:54:55"
"204","1","207","24","51","612","2026-04-16 00:55:00"
"205","1","209","24","51","612","2026-04-16 00:55:09"
"206","1","200","24","52","609","2026-04-16 00:55:19"
"207","0","196","24","52","611","2026-04-16 00:55:26"
"208","1","196","24","52","612","2026-04-16 00:55:28"
"209","1","197","24","51","611","2026-04-16 00:55:45"
"210","0","214","24","51","611","2026-04-16 00:55:57"
"211","1","200","24","51","610","2026-04-16 00:56:18"
"212","1","208","24","51","611","2026-04-16 00:56:28"
"213","0","195","24","51","611","2026-04-16 00:57:24"
"214","1","195","24","51","612","2026-04-16 00:57:31"
"215","1","194","24","51","612","2026-04-16 00:57:40"
"216","1","194","24","51","611","2026-04-16 00:57:47"
"217","1","195","24","51","612","2026-04-16 00:57:55"
"218","1","195","24","51","612","2026-04-16 00:57:55"
"219","1","409","24","51","611","2026-04-16 00:58:04"
"220","1","409","24","51","613","2026-04-16 00:58:16"
"221","1","409","24","51","611","2026-04-16 00:58:25"
"222","1","409","24","51","611","2026-04-16 00:58:25"
"223","1","409","24","51","611","2026-04-16 00:58:30"
"224","1","409","24","51","612","2026-04-16 00:58:37"
"225","1","409","24","51","610","2026-04-16 00:58:49"
"226","0","409","24","51","612","2026-04-16 00:58:56"
"227","1","409","24","51","610","2026-04-16 00:59:01"
"228","1","409","24","51","613","2026-04-16 00:59:13"
"229","1","409","24","51","612","2026-04-16 00:59:25"
"230","0","409","24","51","611","2026-04-16 00:59:27"
"231","1","409","24","51","611","2026-04-16 00:59:37"
"232","1","409","24","51","611","2026-04-16 00:59:49"
"233","1","409","24","51","611","2026-04-16 00:59:58"
"234","1","409","24","51","611","2026-04-16 00:59:58"
"235","1","409","23","51","609","2026-04-16 01:00:10"
"236","1","409","23","51","611","2026-04-16 01:00:20"
"237","0","409","23","51","612","2026-04-16 01:00:29"
"238","1","409","23","51","612","2026-04-16 01:00:32"
"239","1","409","23","51","612","2026-04-16 01:00:41"
"240","1","409","23","51","611","2026-04-16 01:00:53"
"241","0","409","23","51","612","2026-04-16 01:01:00"
"242","1","409","23","51","613","2026-04-16 01:01:05"
"243","1","409","23","51","612","2026-04-16 01:01:14"
"244","1","409","23","51","612","2026-04-16 01:01:26"
"245","0","409","23","51","610","2026-04-16 01:01:31"
"246","1","409","23","51","611","2026-04-16 01:01:36"
"247","1","409","23","51","612","2026-04-16 01:01:48"
"248","1","409","23","51","610","2026-04-16 01:02:00"
"249","1","409","23","51","611","2026-04-16 01:02:02"
"250","1","409","23","51","611","2026-04-16 01:02:11"
"251","1","409","23","51","612","2026-04-16 01:02:23"
"252","0","409","23","51","610","2026-04-16 01:02:33"
"253","1","409","23","51","612","2026-04-16 01:02:35"
"254","1","409","23","51","611","2026-04-16 01:02:47"
"255","1","409","23","51","612","2026-04-16 01:02:59"
"256","0","409","23","51","611","2026-04-16 01:03:04"
"257","1","409","23","51","611","2026-04-16 01:03:08"
"258","1","409","23","51","613","2026-04-16 01:03:18"
"259","1","409","23","51","610","2026-04-16 01:03:32"
"260","0","409","23","51","612","2026-04-16 01:03:35"
"261","1","409","23","51","612","2026-04-16 01:03:42"
"262","1","409","23","51","612","2026-04-16 01:03:54"
"263","1","409","23","51","612","2026-04-16 01:04:06"
"264","1","409","23","51","612","2026-04-16 01:04:06"
"265","1","409","23","51","612","2026-04-16 01:04:10"
"266","0","206","23","52","611","2026-04-16 01:04:36"
"267","0","133","24","52","611","2026-04-16 01:05:29"
"268","1","138","24","52","606","2026-04-16 01:05:45"
"269","0","165","24","51","606","2026-04-16 01:06:00"
"270","0","124","24","51","612","2026-04-16 01:07:41"
"271","1","123","23","51","612","2026-04-16 01:07:44"
"272","1","123","23","51","610","2026-04-16 01:07:56"
"273","0","124","23","51","613","2026-04-16 01:08:12"
"274","0","124","23","51","611","2026-04-16 01:08:43"
"275","0","124","23","51","611","2026-04-16 01:09:14"
"276","0","124","23","51","612","2026-04-16 01:09:45"
"277","1","187","23","52","611","2026-04-16 01:09:59"
"278","1","129","23","52","612","2026-04-16 01:10:13"
"279","1","125","23","52","612","2026-04-16 01:10:16"
"280","1","126","23","52","610","2026-04-16 01:10:25"
"281","1","224","23","52","611","2026-04-16 01:10:37"
"282","1","126","23","52","611","2026-04-16 01:10:44"
"283","1","126","23","52","611","2026-04-16 01:10:47"
"284","0","126","23","52","613","2026-04-16 01:11:18"
"285","1","127","23","52","611","2026-04-16 01:11:27"
"286","0","409","23","52","611","2026-04-16 01:11:49"
"287","0","409","23","52","610","2026-04-16 01:12:20"
"288","0","409","23","52","612","2026-04-16 01:12:50"
"289","0","409","23","52","613","2026-04-16 01:13:21"
"290","0","409","23","52","613","2026-04-16 01:13:52"
"291","0","409","23","52","611","2026-04-16 01:14:23"
"292","0","409","23","52","611","2026-04-16 01:14:54"
"293","0","409","23","52","612","2026-04-16 01:15:25"
"294","0","409","23","52","612","2026-04-16 01:15:56"
"295","0","409","23","52","611","2026-04-16 01:16:27"
"296","0","409","23","52","612","2026-04-16 01:16:58"
"297","0","409","23","52","611","2026-04-16 01:17:29"
"298","0","409","23","52","607","2026-04-16 01:17:59"
"299","0","409","23","52","611","2026-04-16 01:18:30"
"300","0","409","23","52","611","2026-04-16 01:19:01"
"301","0","409","23","52","612","2026-04-16 01:19:32"
"302","0","409","23","52","612","2026-04-16 01:20:03"
"303","0","409","23","52","613","2026-04-16 01:20:34"
"304","0","409","23","52","610","2026-04-16 01:21:05"
"305","0","409","23","52","611","2026-04-16 01:21:36"
"306","0","409","22","52","611","2026-04-16 01:22:07"
"307","0","409","22","52","612","2026-04-16 01:22:38"
"308","0","409","22","52","612","2026-04-16 01:23:08"
"309","0","409","22","52","611","2026-04-16 01:23:39"
"310","0","409","22","52","612","2026-04-16 01:24:10"
"311","0","409","22","52","613","2026-04-16 01:24:41"
"312","0","409","22","52","612","2026-04-16 01:25:12"
"313","0","409","22","52","611","2026-04-16 01:25:43"
"314","0","409","22","52","611","2026-04-16 01:26:14"
"315","0","409","22","52","612","2026-04-16 01:26:45"
"316","0","409","22","52","612","2026-04-16 01:27:16"
"317","0","409","22","52","608","2026-04-16 01:27:47"
"318","0","409","22","53","612","2026-04-16 01:28:18"
"319","0","409","22","53","612","2026-04-16 01:28:48"
"320","0","409","22","53","612","2026-04-16 01:29:19"
"321","0","409","22","53","612","2026-04-16 01:29:50"
"322","0","409","22","53","611","2026-04-16 01:30:21"
"323","0","409","22","53","612","2026-04-16 01:30:52"
"324","0","409","22","53","611","2026-04-16 01:31:23"
"325","0","409","22","53","611","2026-04-16 01:31:54"
"326","1","409","22","53","612","2026-04-16 01:32:18"
"327","1","409","22","53","612","2026-04-16 01:32:25"
"328","1","409","22","53","612","2026-04-16 01:32:25"
"329","0","409","22","53","612","2026-04-16 01:32:56"
"330","0","409","22","53","612","2026-04-16 01:33:27"
"331","0","409","22","53","612","2026-04-16 01:33:57"
"332","1","409","22","53","612","2026-04-16 01:34:17"
"333","1","409","22","54","613","2026-04-16 01:34:26"
"334","0","409","22","54","612","2026-04-16 01:34:28"
"335","1","409","22","54","613","2026-04-16 01:34:36"
"336","1","409","22","54","612","2026-04-16 01:34:47"
"337","1","409","22","54","612","2026-04-16 01:34:59"
"338","1","409","22","54","612","2026-04-16 01:34:59"
"339","1","409","22","54","612","2026-04-16 01:35:18"
"340","1","409","22","54","611","2026-04-16 01:35:30"
"341","1","409","22","54","611","2026-04-16 01:35:30"
"342","0","409","22","54","610","2026-04-16 01:36:01"
"343","0","409","22","54","612","2026-04-16 01:36:32"
"344","0","409","22","54","611","2026-04-16 01:37:03"
"345","0","409","22","54","612","2026-04-16 01:37:34"
"346","0","409","22","54","612","2026-04-16 01:38:05"
"347","0","409","22","54","612","2026-04-16 01:38:36"
"348","0","409","22","54","613","2026-04-16 01:39:07"
"349","0","409","22","54","612","2026-04-16 01:39:37"
"350","0","409","22","54","607","2026-04-16 01:40:08"
"351","0","409","22","54","614","2026-04-16 01:40:39"
"352","0","409","22","54","611","2026-04-16 01:41:10"
"353","0","409","22","54","613","2026-04-16 01:41:41"
"354","0","409","22","54","611","2026-04-16 01:42:12"
"355","0","409","22","54","612","2026-04-16 01:42:43"
"356","0","409","22","54","612","2026-04-16 01:43:14"
"357","0","409","22","54","612","2026-04-16 01:43:45"
"358","0","409","22","54","610","2026-04-16 01:44:16"
"359","0","409","22","54","613","2026-04-16 01:44:47"
"360","0","409","22","54","613","2026-04-16 01:45:17"
"361","0","409","22","54","611","2026-04-16 01:45:48"
"362","0","409","22","54","612","2026-04-16 01:46:19"
"363","0","409","22","54","613","2026-04-16 01:46:50"
"364","0","409","22","54","612","2026-04-16 01:47:21"
"365","0","409","22","54","612","2026-04-16 01:47:52"
"366","0","409","22","54","612","2026-04-16 01:48:23"
"367","0","409","22","54","613","2026-04-16 01:48:54"
"368","0","409","22","54","612","2026-04-16 01:49:25"
"369","0","409","22","54","608","2026-04-16 01:49:56"
"370","0","409","22","54","613","2026-04-16 01:50:26"
"371","0","409","22","54","612","2026-04-16 01:50:57"
"372","0","409","22","54","612","2026-04-16 01:51:28"
"373","0","409","22","54","611","2026-04-16 01:51:59"
"374","0","409","22","54","612","2026-04-16 01:52:30"
"375","0","409","22","54","607","2026-04-16 01:53:01"
"376","0","409","22","54","610","2026-04-16 01:53:32"
"377","0","409","22","54","609","2026-04-16 01:54:03"
"378","0","409","22","54","613","2026-04-16 01:54:34"
"379","0","409","22","54","611","2026-04-16 01:55:05"
"380","0","409","22","54","612","2026-04-16 01:55:36"
"381","0","409","22","54","613","2026-04-16 01:56:06"
"382","0","409","22","54","612","2026-04-16 01:56:37"
"383","0","409","22","54","612","2026-04-16 01:57:08"
"384","0","409","22","54","614","2026-04-16 01:57:39"
"385","0","409","22","54","611","2026-04-16 01:58:10"
"386","0","409","22","54","611","2026-04-16 01:58:41"
"387","0","409","22","54","609","2026-04-16 01:59:12"
"388","0","409","22","54","612","2026-04-16 01:59:43"
"389","0","409","22","54","613","2026-04-16 02:00:14"
"390","0","409","22","55","613","2026-04-16 02:00:45"
"391","0","409","22","55","611","2026-04-16 02:01:15"
"392","0","409","22","55","612","2026-04-16 02:01:46"
"393","0","409","22","55","612","2026-04-16 02:02:17"
"394","0","409","22","55","611","2026-04-16 02:02:48"
"395","0","409","22","55","612","2026-04-16 02:03:19"
"396","0","409","22","55","613","2026-04-16 02:03:50"
"397","0","409","22","55","611","2026-04-16 02:04:21"
"398","0","409","22","54","612","2026-04-16 02:04:52"
"399","0","409","22","54","611","2026-04-16 02:05:23"
"400","0","409","22","54","613","2026-04-16 02:05:54"
"401","0","409","22","54","611","2026-04-16 02:06:25"
"402","0","409","22","54","613","2026-04-16 02:06:55"
"403","0","409","22","54","611","2026-04-16 02:07:26"
"404","0","409","22","54","612","2026-04-16 02:07:57"
"405","0","409","22","54","613","2026-04-16 02:08:28"
"406","0","409","22","55","612","2026-04-16 02:08:59"
"407","0","409","22","55","612","2026-04-16 02:09:30"
"408","0","409","22","55","612","2026-04-16 02:10:01"
"409","0","409","22","55","613","2026-04-16 02:10:32"
"410","0","409","22","55","612","2026-04-16 02:11:03"
"411","0","409","22","55","612","2026-04-16 02:11:34"
"412","0","409","22","55","613","2026-04-16 02:12:05"
"413","0","409","22","55","612","2026-04-16 02:12:35"
"414","0","409","22","55","612","2026-04-16 02:13:06"
"415","0","409","22","54","613","2026-04-16 02:13:37"
"416","0","409","22","54","612","2026-04-16 02:14:08"
"417","0","409","22","55","612","2026-04-16 02:14:39"
"418","0","409","22","55","611","2026-04-16 02:15:10"
"419","0","409","22","55","612","2026-04-16 02:15:41"
"420","0","409","22","55","609","2026-04-16 02:16:12"
"421","0","409","22","55","613","2026-04-16 02:16:43"
"422","0","409","22","55","612","2026-04-16 02:17:14"
"423","0","409","22","55","613","2026-04-16 02:17:44"
"424","0","409","22","55","611","2026-04-16 02:18:15"
"425","0","409","22","55","612","2026-04-16 02:18:46"
"426","0","409","22","55","612","2026-04-16 02:19:17"
"427","0","409","22","55","612","2026-04-16 02:19:48"
"428","0","409","22","55","612","2026-04-16 02:20:19"
"429","0","409","22","55","612","2026-04-16 02:20:50"
"430","0","409","22","55","611","2026-04-16 02:21:21"
"431","0","409","22","55","609","2026-04-16 02:21:52"
"432","0","409","22","55","612","2026-04-16 02:22:23"
"433","0","409","22","55","611","2026-04-16 02:22:54"
"434","0","409","22","55","612","2026-04-16 02:23:24"
"435","0","409","22","55","611","2026-04-16 02:23:55"
"436","0","409","22","55","612","2026-04-16 02:24:26"
"437","0","409","22","55","612","2026-04-16 02:24:57"
"438","0","409","22","55","611","2026-04-16 02:25:28"
"439","0","409","22","55","610","2026-04-16 02:25:59"
"440","0","409","22","56","611","2026-04-16 02:26:30"
"441","0","409","22","56","611","2026-04-16 02:27:01"
"442","0","409","22","56","612","2026-04-16 02:27:32"
"443","0","409","22","56","611","2026-04-16 02:28:03"
"444","0","409","22","56","611","2026-04-16 02:28:33"
"445","0","409","22","56","611","2026-04-16 02:29:04"
"446","0","409","22","56","612","2026-04-16 02:29:35"
"447","0","409","22","56","613","2026-04-16 02:30:06"
"448","0","409","22","56","612","2026-04-16 02:30:37"
"449","0","409","22","56","611","2026-04-16 02:31:08"
"450","0","409","22","56","610","2026-04-16 02:31:39"
"451","0","409","22","56","612","2026-04-16 02:32:10"
"452","0","409","22","56","613","2026-04-16 02:32:41"
"453","0","409","22","56","611","2026-04-16 02:33:12"
"454","0","409","22","56","612","2026-04-16 02:33:43"
"455","0","409","22","56","612","2026-04-16 02:34:13"
"456","0","409","22","56","612","2026-04-16 02:34:44"
"457","0","409","22","56","613","2026-04-16 02:35:15"
"458","0","409","22","56","611","2026-04-16 02:35:46"
"459","0","409","22","56","609","2026-04-16 02:36:17"
"460","0","409","22","56","608","2026-04-16 02:36:48"
"461","0","409","22","56","612","2026-04-16 02:37:19"
"462","0","409","22","56","611","2026-04-16 02:37:50"
"463","0","409","22","56","611","2026-04-16 02:38:21"
"464","0","409","22","56","612","2026-04-16 02:38:52"
"465","0","409","22","56","612","2026-04-16 02:39:22"
"466","0","409","22","56","608","2026-04-16 02:39:53"
"467","0","409","22","56","611","2026-04-16 02:40:24"
"468","0","409","22","56","611","2026-04-16 02:40:55"
"469","0","409","22","56","612","2026-04-16 02:41:26"
"470","0","409","22","56","612","2026-04-16 02:41:57"
"471","0","409","22","56","611","2026-04-16 02:42:28"
"472","0","409","22","56","611","2026-04-16 02:42:59"
"473","0","409","22","56","612","2026-04-16 02:43:30"
"474","0","409","22","56","611","2026-04-16 02:44:01"
"475","0","409","22","56","612","2026-04-16 02:44:31"
"476","0","409","22","56","612","2026-04-16 02:45:02"
"477","0","409","22","56","611","2026-04-16 02:45:33"
"478","0","409","22","56","612","2026-04-16 02:46:04"
"479","0","409","22","56","612","2026-04-16 02:46:35"
"480","0","409","22","56","612","2026-04-16 02:47:06"
"481","0","409","22","56","612","2026-04-16 02:47:37"
"482","0","409","22","56","612","2026-04-16 02:48:08"
"483","0","409","22","56","611","2026-04-16 02:48:39"
"484","0","409","22","56","611","2026-04-16 02:49:10"
"485","0","409","22","56","608","2026-04-16 02:49:40"
"486","0","409","22","56","612","2026-04-16 02:50:11"
"487","0","409","22","56","613","2026-04-16 02:50:42"
"488","0","409","22","56","612","2026-04-16 02:51:13"
"489","0","409","22","56","613","2026-04-16 02:51:44"
"490","0","409","22","56","612","2026-04-16 02:52:15"
"491","0","409","22","56","610","2026-04-16 02:52:46"
"492","1","409","22","56","611","2026-04-16 02:52:53"
"493","1","409","22","56","612","2026-04-16 02:53:05"
"494","1","409","22","56","612","2026-04-16 02:53:14"
"495","1","409","22","56","612","2026-04-16 02:53:17"
"496","1","409","22","56","612","2026-04-16 02:53:24"
"497","1","409","22","56","609","2026-04-16 02:53:33"
"498","1","409","22","56","612","2026-04-16 02:53:45"
"499","0","409","22","56","611","2026-04-16 02:53:48"
"500","1","409","22","56","612","2026-04-16 02:53:55"
"501","0","409","22","56","612","2026-04-16 02:54:19"
"502","0","409","22","56","612","2026-04-16 02:54:50"
"503","0","409","22","56","611","2026-04-16 02:55:20"
"504","0","409","22","56","611","2026-04-16 02:55:51"
"505","0","409","22","56","612","2026-04-16 02:56:22"
"506","0","409","22","56","610","2026-04-16 02:56:53"
"507","0","409","22","56","613","2026-04-16 02:57:24"
"508","0","409","22","56","609","2026-04-16 02:57:55"
"509","0","409","22","56","607","2026-04-16 02:58:26"
"510","0","409","22","56","608","2026-04-16 02:58:57"
"511","0","409","22","56","612","2026-04-16 02:59:28"
"512","0","409","22","56","611","2026-04-16 02:59:59"
"513","0","409","22","56","613","2026-04-16 03:00:30"
"514","0","409","22","56","612","2026-04-16 03:01:00"
"515","0","409","22","56","613","2026-04-16 03:01:31"
"516","0","409","22","56","610","2026-04-16 03:02:02"
